Bin	ProteinID	Annotation
unbinned	IJDLJFPM_316567	K17227
unbinned	IJDLJFPM_316568	K17222
unbinned	IJDLJFPM_316569	K17223
unbinned	IJDLJFPM_316570	K17224
unbinned	IJDLJFPM_319501	K11181
unbinned	IJDLJFPM_319502	K11180
unbinned	IJDLJFPM_319544	K00362
unbinned	IJDLJFPM_320491	K08738
unbinned	IJDLJFPM_320736	K17222
unbinned	IJDLJFPM_326239	K04561
unbinned	IJDLJFPM_326240	K02305
unbinned	IJDLJFPM_326855	K17222
unbinned	IJDLJFPM_326856	K17227
unbinned	IJDLJFPM_326857	K17226
unbinned	IJDLJFPM_326858	K17223
unbinned	IJDLJFPM_327828	K15864
unbinned	IJDLJFPM_327843	K10946
unbinned	IJDLJFPM_332235	K00399
unbinned	IJDLJFPM_333398	K00958
unbinned	IJDLJFPM_336316	K17224
unbinned	IJDLJFPM_338882	K17226
unbinned	IJDLJFPM_338883	K17227
unbinned	IJDLJFPM_338884	K17222
unbinned	IJDLJFPM_339057	K17227
unbinned	IJDLJFPM_339058	K17226
unbinned	IJDLJFPM_339952	K00371
unbinned	IJDLJFPM_339953	K00371
unbinned	IJDLJFPM_340033	K02567
unbinned	IJDLJFPM_342500	K08738
unbinned	IJDLJFPM_342510	K00371
unbinned	IJDLJFPM_342511	K00370
unbinned	IJDLJFPM_343203	K16259
unbinned	IJDLJFPM_343205	K16257
unbinned	IJDLJFPM_343520	K00371
unbinned	IJDLJFPM_345999	K00370
unbinned	IJDLJFPM_347083	K17226
unbinned	IJDLJFPM_347084	K17227
unbinned	IJDLJFPM_347295	K08738
unbinned	IJDLJFPM_347296	K08738
unbinned	IJDLJFPM_347557	K00370
unbinned	IJDLJFPM_347558	K00371
unbinned	IJDLJFPM_348422	K08738
unbinned	IJDLJFPM_349737	K00362
unbinned	IJDLJFPM_350440	K10945
unbinned	IJDLJFPM_351583	K00371
unbinned	IJDLJFPM_352186	K17225
unbinned	IJDLJFPM_353166	K00370
unbinned	IJDLJFPM_353167	K00371
unbinned	IJDLJFPM_355143	K03385
unbinned	IJDLJFPM_356123	K04561
unbinned	IJDLJFPM_356335	K16255
unbinned	IJDLJFPM_356685	K00958
unbinned	IJDLJFPM_359048	K00958
unbinned	IJDLJFPM_360095	K00362
unbinned	IJDLJFPM_361306	K10535
unbinned	IJDLJFPM_367489	K08738
unbinned	IJDLJFPM_368485	K17224
unbinned	IJDLJFPM_370451	K15864
unbinned	IJDLJFPM_373612	K00958
unbinned	IJDLJFPM_374859	K08738
unbinned	IJDLJFPM_376749	K17222
unbinned	IJDLJFPM_376750	K17227
unbinned	IJDLJFPM_380323	K07218
unbinned	IJDLJFPM_380435	K00399
unbinned	IJDLJFPM_381388	K07218
unbinned	IJDLJFPM_381867	K00855
unbinned	IJDLJFPM_381941	K00371
unbinned	IJDLJFPM_381942	K00370
unbinned	IJDLJFPM_386460	K00376
unbinned	IJDLJFPM_388282	K17222
unbinned	IJDLJFPM_388746	K00371
unbinned	IJDLJFPM_389535	K08738
unbinned	IJDLJFPM_392805	K17224
unbinned	IJDLJFPM_393761	K04561
unbinned	IJDLJFPM_395052	K00371
unbinned	IJDLJFPM_395928	K08738
unbinned	IJDLJFPM_395929	K17226
unbinned	IJDLJFPM_395930	K17227
unbinned	IJDLJFPM_396968	K08738
unbinned	IJDLJFPM_397475	K00958
unbinned	IJDLJFPM_399224	K00370
unbinned	IJDLJFPM_399225	K00371
unbinned	IJDLJFPM_400660	K15864
unbinned	IJDLJFPM_401575	K00370
unbinned	IJDLJFPM_401576	K00371
unbinned	IJDLJFPM_402569	K03385
unbinned	IJDLJFPM_403114	K00371
unbinned	IJDLJFPM_403154	K17224
unbinned	IJDLJFPM_403155	K17223
unbinned	IJDLJFPM_403156	K17222
unbinned	IJDLJFPM_403157	K17227
unbinned	IJDLJFPM_403158	K17226
unbinned	IJDLJFPM_403170	K07218
unbinned	IJDLJFPM_403251	K00958
unbinned	IJDLJFPM_403556	K00855
unbinned	IJDLJFPM_404346	K00371
unbinned	IJDLJFPM_406412	K17227
unbinned	IJDLJFPM_406413	K17226
unbinned	IJDLJFPM_406414	K08738
unbinned	IJDLJFPM_407474	K00855
unbinned	IJDLJFPM_407551	K08738
unbinned	IJDLJFPM_408624	K00368
unbinned	IJDLJFPM_409931	K00370
unbinned	IJDLJFPM_409932	K00371
unbinned	IJDLJFPM_410087	K00368
unbinned	IJDLJFPM_414466	K17225
unbinned	IJDLJFPM_414602	K04561
unbinned	IJDLJFPM_417164	K17225
unbinned	IJDLJFPM_417165	K08738
unbinned	IJDLJFPM_418043	K17226
unbinned	IJDLJFPM_418087	K08738
unbinned	IJDLJFPM_421482	K08738
unbinned	IJDLJFPM_424668	K00376
unbinned	IJDLJFPM_428598	K00371
unbinned	IJDLJFPM_428599	K00370
unbinned	IJDLJFPM_428838	K17223
unbinned	IJDLJFPM_430457	K00371
unbinned	IJDLJFPM_431546	K07218
unbinned	IJDLJFPM_431720	K08928
unbinned	IJDLJFPM_436485	K00371
unbinned	IJDLJFPM_437709	K00368
unbinned	IJDLJFPM_438734	K02305
unbinned	IJDLJFPM_444631	K08929
unbinned	IJDLJFPM_445180	K17225
unbinned	IJDLJFPM_445181	K08738
unbinned	IJDLJFPM_449115	K11181
unbinned	IJDLJFPM_449117	K11180
unbinned	IJDLJFPM_449897	K04561
unbinned	IJDLJFPM_449898	K02305
bin_1	GOOLCNIJ_00054	CAZy_CBM48
bin_1	GOOLCNIJ_00059	CAZy_GH29
bin_1	GOOLCNIJ_00119	CAZy_CE9
bin_1	GOOLCNIJ_00120	CAZy_CE3
bin_1	GOOLCNIJ_00131	CAZy_GH74
bin_1	GOOLCNIJ_00159	CAZy_CE7
bin_1	GOOLCNIJ_00196	CAZy_GH16
bin_1	GOOLCNIJ_00217	CAZy_GH74
bin_1	GOOLCNIJ_00218	CAZy_CBM9
bin_1	GOOLCNIJ_00222	CAZy_GH74
bin_1	GOOLCNIJ_00298	CAZy_GT41
bin_1	GOOLCNIJ_00323	CAZy_GT41
bin_1	GOOLCNIJ_00386	CAZy_GH74
bin_1	GOOLCNIJ_00560	CAZy_GT41
bin_1	GOOLCNIJ_00587	CAZy_GT2
bin_1	GOOLCNIJ_00608	CAZy_GH33
bin_1	GOOLCNIJ_00627	CAZy_GT2
bin_1	GOOLCNIJ_00630	CAZy_CE4
bin_1	GOOLCNIJ_00682	CAZy_GT41
bin_1	GOOLCNIJ_00721	CAZy_GH119
bin_1	GOOLCNIJ_00786	CAZy_CE9
bin_1	GOOLCNIJ_00788	CAZy_CE9
bin_1	GOOLCNIJ_00790	CAZy_CBM9
bin_1	GOOLCNIJ_00816	CAZy_GH74
bin_1	GOOLCNIJ_00876	CAZy_GH29
bin_1	GOOLCNIJ_00877	nitric_oxide_reductase_norC
bin_1	GOOLCNIJ_00979	CAZy_CE4
bin_1	GOOLCNIJ_01083	CAZy_CBM32
bin_1	GOOLCNIJ_01101	CAZy_GH33
bin_1	GOOLCNIJ_01109	CAZy_GT41
bin_1	GOOLCNIJ_01144	CAZy_CE9
bin_1	GOOLCNIJ_01146	CAZy_CE10
bin_1	GOOLCNIJ_01195	CAZy_GH142
bin_1	GOOLCNIJ_01261	CAZy_GH120
bin_1	GOOLCNIJ_01304	CAZy_GH43_18
bin_1	GOOLCNIJ_01313	CAZy_GH74
bin_1	GOOLCNIJ_01487	sulfur_dioxygenase_sdo
bin_1	GOOLCNIJ_01505	CAZy_GT41
bin_1	GOOLCNIJ_01506	CAZy_GT41
bin_1	GOOLCNIJ_01528	CAZy_GT27
bin_1	GOOLCNIJ_01529	CAZy_GT2
bin_1	GOOLCNIJ_01616	CAZy_GH78
bin_1	GOOLCNIJ_01636	CAZy_CE4
bin_1	GOOLCNIJ_01643	CAZy_GT83
bin_1	GOOLCNIJ_01654	CAZy_CE14
bin_1	GOOLCNIJ_01667	CAZy_GT4
bin_1	GOOLCNIJ_01724	CAZy_GT41
bin_1	GOOLCNIJ_01728	CAZy_GT41
bin_1	GOOLCNIJ_01734	CAZy_GT41
bin_1	GOOLCNIJ_01739	CAZy_GT41
bin_1	GOOLCNIJ_01817	CAZy_GH78
bin_1	GOOLCNIJ_01824	CAZy_GT83
bin_1	GOOLCNIJ_01967	CAZy_CBM9
bin_1	GOOLCNIJ_01998	CAZy_GH74
bin_1	GOOLCNIJ_02001	CAZy_CE1
bin_1	GOOLCNIJ_02055	CAZy_CE9
bin_1	GOOLCNIJ_02086	CAZy_CE9
bin_1	GOOLCNIJ_02201	CAZy_GH123
bin_1	GOOLCNIJ_02221	CAZy_GT2
bin_1	GOOLCNIJ_02294	CAZy_GT41
bin_1	GOOLCNIJ_02315	CAZy_CBM50
bin_1	GOOLCNIJ_02329	CAZy_GT41
bin_1	GOOLCNIJ_02334	CAZy_GT41
bin_1	GOOLCNIJ_02453	CAZy_GT41
bin_1	GOOLCNIJ_02471	CAZy_CBM9
bin_1	GOOLCNIJ_02665	CAZy_GH127
bin_1	GOOLCNIJ_02740	CAZy_AA12
bin_1	GOOLCNIJ_02765	CAZy_CBM9
bin_1	GOOLCNIJ_02914	CAZy_GT83
bin_1	GOOLCNIJ_02945	CAZy_GT41
bin_1	GOOLCNIJ_03013	CAZy_GT41
bin_1	GOOLCNIJ_03095	CAZy_CBM9
bin_1	GOOLCNIJ_03311	CAZy_GT9
bin_1	GOOLCNIJ_03350	CAZy_CE3
bin_1	GOOLCNIJ_03353	CAZy_CBM9
bin_10	HDCFHKLP_00003	CAZy_GT8
bin_10	HDCFHKLP_00005	CAZy_GT41
bin_10	HDCFHKLP_00105	CAZy_GH25
bin_10	HDCFHKLP_00154	CAZy_GH57
bin_10	HDCFHKLP_00166	CAZy_GT4
bin_10	HDCFHKLP_00213	CAZy_GT41
bin_10	HDCFHKLP_00339	CAZy_GT41
bin_10	HDCFHKLP_00362	CAZy_GT41
bin_10	HDCFHKLP_00480	CAZy_CE7
bin_10	HDCFHKLP_00521	CAZy_GT2
bin_10	HDCFHKLP_00801	CAZy_cohesin
bin_10	HDCFHKLP_00894	CAZy_GT9
bin_10	HDCFHKLP_00895	CAZy_GT41
bin_10	HDCFHKLP_01086	CAZy_GT4
bin_10	HDCFHKLP_01088	CAZy_GT41
bin_10	HDCFHKLP_01089	CAZy_GT41
bin_10	HDCFHKLP_01116	nitric_oxide_reductase_norC
bin_10	HDCFHKLP_01152	CAZy_GT39
bin_10	HDCFHKLP_01153	CAZy_PL22_1
bin_10	HDCFHKLP_01297	CAZy_GT2
bin_10	HDCFHKLP_01298	CAZy_GT2
bin_10	HDCFHKLP_01421	CAZy_GH23
bin_10	HDCFHKLP_01458	CAZy_GH74
bin_10	HDCFHKLP_01719	CAZy_GT4
bin_10	HDCFHKLP_01851	CAZy_GT41
bin_10	HDCFHKLP_01896	CAZy_GH108
bin_10	HDCFHKLP_01916	nitrite_reductase_nirS
bin_10	HDCFHKLP_02107	CAZy_CBM66
bin_10	HDCFHKLP_02203	CAZy_CBM44
bin_10	HDCFHKLP_02318	CAZy_GT41
bin_10	HDCFHKLP_02389	CAZy_GH13
bin_10	HDCFHKLP_02411	CAZy_GT4
bin_10	HDCFHKLP_02434	CAZy_GT41
bin_10	HDCFHKLP_02469	hydrazine_synthase_hzsA
bin_10	HDCFHKLP_02921	CAZy_GT41
bin_10	HDCFHKLP_03007	CAZy_CBM50
bin_10	HDCFHKLP_03179	CAZy_CBM32
bin_10	HDCFHKLP_03221	CAZy_CBM50
bin_10	HDCFHKLP_03232	CAZy_CE4
bin_10	HDCFHKLP_03321	CAZy_GT41
bin_10	HDCFHKLP_03437	CAZy_GT2
bin_10	HDCFHKLP_03545	CAZy_AA3_1
bin_10	HDCFHKLP_03600	CAZy_GT39
bin_10	HDCFHKLP_03692	CAZy_AA3_1
bin_10	HDCFHKLP_03866	CAZy_PL6
bin_10	HDCFHKLP_03893	CAZy_GT4
bin_10	HDCFHKLP_03894	CAZy_GT2
bin_10	HDCFHKLP_03946	CAZy_CBM50
bin_10	HDCFHKLP_04212	CAZy_GT41
bin_11	CKKMPDND_00220	CAZy_CE14
bin_11	CKKMPDND_00311	CAZy_CBM50
bin_11	CKKMPDND_00660	CAZy_CE10
bin_11	CKKMPDND_00798	CAZy_CE3
bin_11	CKKMPDND_00799	CAZy_GT76
bin_11	CKKMPDND_00847	CAZy_CBM50
bin_12	FEDNEPMN_00004	CAZy_CE4
bin_12	FEDNEPMN_00022	CAZy_GH120
bin_12	FEDNEPMN_00073	CAZy_GT4
bin_12	FEDNEPMN_00159	CAZy_GT41
bin_12	FEDNEPMN_00164	CAZy_GT4
bin_12	FEDNEPMN_00223	CAZy_PL11
bin_12	FEDNEPMN_00227	CAZy_GH74
bin_12	FEDNEPMN_00231	CAZy_GH74
bin_12	FEDNEPMN_00271	CAZy_CE1
bin_12	FEDNEPMN_00311	CAZy_CBM44
bin_12	FEDNEPMN_00318	CAZy_GT41
bin_12	FEDNEPMN_00319	CAZy_CBM9
bin_12	FEDNEPMN_00374	CAZy_GT41
bin_12	FEDNEPMN_00394	CAZy_CE10
bin_12	FEDNEPMN_00413	CAZy_GH74
bin_12	FEDNEPMN_00417	CAZy_GT7
bin_12	FEDNEPMN_00485	CAZy_GT22
bin_12	FEDNEPMN_00487	CAZy_GH33
bin_12	FEDNEPMN_00521	CAZy_GH74
bin_12	FEDNEPMN_00580	CAZy_CBM44
bin_12	FEDNEPMN_00626	CAZy_GT66
bin_12	FEDNEPMN_00657	CAZy_GT13
bin_12	FEDNEPMN_00689	CAZy_GT41
bin_12	FEDNEPMN_00740	CAZy_CBM20
bin_12	FEDNEPMN_00794	CAZy_CBM44
bin_12	FEDNEPMN_00803	CAZy_CBM44
bin_12	FEDNEPMN_00837	CAZy_GT41
bin_12	FEDNEPMN_00910	CAZy_GT22
bin_12	FEDNEPMN_00931	CAZy_GH74
bin_12	FEDNEPMN_00948	CAZy_GH74
bin_12	FEDNEPMN_01091	CAZy_CBM50
bin_12	FEDNEPMN_01107	CAZy_GH33
bin_12	FEDNEPMN_01149	CAZy_GT83
bin_12	FEDNEPMN_01162	CAZy_CE9
bin_12	FEDNEPMN_01168	CAZy_GT4
bin_12	FEDNEPMN_01169	CAZy_GT83
bin_12	FEDNEPMN_01170	CAZy_GT83
bin_12	FEDNEPMN_01204	CAZy_GT41
bin_12	FEDNEPMN_01235	CAZy_GH74
bin_12	FEDNEPMN_01238	CAZy_CBM44
bin_12	FEDNEPMN_01292	CAZy_CE3
bin_12	FEDNEPMN_01324	sulfide_quinone_oxidoreductase_sqr
bin_12	FEDNEPMN_01341	hydrazine_synthase_hzsA
bin_12	FEDNEPMN_01342	hydrazine_synthase_hzsA
bin_12	FEDNEPMN_01356	CAZy_GH74
bin_12	FEDNEPMN_01394	CAZy_CBM44
bin_12	FEDNEPMN_01409	CAZy_GT4
bin_12	FEDNEPMN_01444	CAZy_GT41
bin_12	FEDNEPMN_01466	CAZy_PL12
bin_12	FEDNEPMN_01504	CAZy_GH92
bin_12	FEDNEPMN_01536	CAZy_GT41
bin_12	FEDNEPMN_01566	CAZy_CBM44
bin_12	FEDNEPMN_01569	CAZy_CBM44
bin_12	FEDNEPMN_01570	CAZy_CBM44
bin_12	FEDNEPMN_01691	CAZy_GT41
bin_12	FEDNEPMN_01692	CAZy_GT4
bin_12	FEDNEPMN_01729	CAZy_GH33
bin_12	FEDNEPMN_01810	CAZy_GH33
bin_12	FEDNEPMN_01812	CAZy_GT73
bin_12	FEDNEPMN_01833	CAZy_CBM44
bin_12	FEDNEPMN_01945	CAZy_GT87
bin_12	FEDNEPMN_01961	CAZy_PL22
bin_12	FEDNEPMN_01966	CAZy_GH76
bin_12	FEDNEPMN_01996	CAZy_GT2
bin_12	FEDNEPMN_02021	CAZy_GT75
bin_12	FEDNEPMN_02036	CAZy_CE1
bin_12	FEDNEPMN_02095	CAZy_GH74
bin_12	FEDNEPMN_02302	CAZy_GH74
bin_12	FEDNEPMN_02312	CAZy_GT41
bin_12	FEDNEPMN_02329	CAZy_CE1
bin_12	FEDNEPMN_02353	CAZy_GT41
bin_12	FEDNEPMN_02378	CAZy_GT47
bin_12	FEDNEPMN_02398	CAZy_CE10
bin_12	FEDNEPMN_02450	CAZy_CBM44
bin_13	KJBFHAAK_00060	CAZy_GT41
bin_13	KJBFHAAK_00216	CAZy_GT2
bin_13	KJBFHAAK_00257	CAZy_AA1
bin_13	KJBFHAAK_00258	CAZy_AA1
bin_13	KJBFHAAK_00272	CAZy_GH24
bin_13	KJBFHAAK_00362	CAZy_GT41
bin_13	KJBFHAAK_00367	CAZy_CBM54
bin_13	KJBFHAAK_00419	CAZy_CE7
bin_13	KJBFHAAK_00560	CAZy_GH23
bin_13	KJBFHAAK_00616	CAZy_GH23
bin_13	KJBFHAAK_00860	CAZy_GT41
bin_13	KJBFHAAK_01130	CAZy_AA1
bin_13	KJBFHAAK_01161	CAZy_GT41
bin_13	KJBFHAAK_01384	CAZy_CE16
bin_13	KJBFHAAK_01665	CAZy_GT104
bin_13	KJBFHAAK_01724	CAZy_GT41
bin_14	MOPLEMBB_00116	CAZy_GH23
bin_14	MOPLEMBB_00130	CAZy_GH17
bin_14	MOPLEMBB_00269	CAZy_GT4
bin_14	MOPLEMBB_00460	CAZy_GT1
bin_14	MOPLEMBB_00586	CAZy_GT92
bin_14	MOPLEMBB_00591	CAZy_GT25
bin_14	MOPLEMBB_00766	CAZy_GT41
bin_14	MOPLEMBB_00834	CAZy_GT27
bin_14	MOPLEMBB_00950	CAZy_CE7
bin_14	MOPLEMBB_01274	CAZy_GH17
bin_14	MOPLEMBB_01316	CAZy_GH15
bin_14	MOPLEMBB_01415	CAZy_CE1
bin_14	MOPLEMBB_01516	CAZy_GT41
bin_14	MOPLEMBB_01712	CAZy_CE6
bin_14	MOPLEMBB_01751	CAZy_GT99
bin_14	MOPLEMBB_01865	CAZy_GT2
bin_14	MOPLEMBB_01940	CAZy_GH57
bin_14	MOPLEMBB_01984	CAZy_PL22
bin_14	MOPLEMBB_02093	CAZy_GT41
bin_14	MOPLEMBB_02095	CAZy_GT2
bin_14	MOPLEMBB_02101	CAZy_GT41
bin_14	MOPLEMBB_02196	CAZy_GT41
bin_15	IOPBJFGJ_00057	CAZy_GT4
bin_15	IOPBJFGJ_00136	CAZy_GT41
bin_15	IOPBJFGJ_00235	CAZy_GT102
bin_15	IOPBJFGJ_00260	CAZy_GT4
bin_15	IOPBJFGJ_00267	CAZy_GT2
bin_15	IOPBJFGJ_00303	CAZy_GT41
bin_15	IOPBJFGJ_00801	CAZy_GH23
bin_15	IOPBJFGJ_01274	CAZy_CBM35
bin_15	IOPBJFGJ_01310	CAZy_GT41
bin_15	IOPBJFGJ_01324	hydrazine_oxidase_hzoA
bin_15	IOPBJFGJ_01514	CAZy_CE3
bin_15	IOPBJFGJ_01650	Hydrogenase_Group_1
bin_15	IOPBJFGJ_01853	CAZy_CBM50
bin_15	IOPBJFGJ_01961	CAZy_GT28
bin_15	IOPBJFGJ_02020	CAZy_GH57
bin_15	IOPBJFGJ_02118	CAZy_GT41
bin_15	IOPBJFGJ_02139	CAZy_GT41
bin_15	IOPBJFGJ_02164	CAZy_PL6_1
bin_15	IOPBJFGJ_02172	CAZy_PL9_1
bin_15	IOPBJFGJ_02421	CAZy_GT32
bin_15	IOPBJFGJ_02426	CAZy_GT7
bin_15	IOPBJFGJ_02429	CAZy_GT1
bin_15	IOPBJFGJ_02603	CAZy_GT41
bin_15	IOPBJFGJ_02614	CAZy_GT41
bin_15	IOPBJFGJ_02683	CAZy_GH76
bin_15	IOPBJFGJ_02815	CAZy_GT104
bin_15	IOPBJFGJ_02920	CAZy_GH23
bin_15	IOPBJFGJ_03306	CAZy_GT41
bin_16	JHFBEDLJ_00001	CAZy_GH116
bin_16	JHFBEDLJ_00014	CAZy_GH78
bin_16	JHFBEDLJ_00015	CAZy_GH106
bin_16	JHFBEDLJ_00016	CAZy_GH95
bin_16	JHFBEDLJ_00021	CAZy_GT41
bin_16	JHFBEDLJ_00028	CAZy_CE4
bin_16	JHFBEDLJ_00053	CAZy_GT2
bin_16	JHFBEDLJ_00072	CAZy_CBM9
bin_16	JHFBEDLJ_00082	CAZy_GT41
bin_16	JHFBEDLJ_00116	CAZy_CBM44
bin_16	JHFBEDLJ_00121	CAZy_GH137
bin_16	JHFBEDLJ_00132	CAZy_GH139
bin_16	JHFBEDLJ_00133	CAZy_GH42
bin_16	JHFBEDLJ_00161	CAZy_CBM50
bin_16	JHFBEDLJ_00204	CAZy_GH74
bin_16	JHFBEDLJ_00210	CAZy_GT9
bin_16	JHFBEDLJ_00241	CAZy_GH42
bin_16	JHFBEDLJ_00254	CAZy_GT39
bin_16	JHFBEDLJ_00271	CAZy_GH139
bin_16	JHFBEDLJ_00273	CAZy_GH123
bin_16	JHFBEDLJ_00320	CAZy_GT41
bin_16	JHFBEDLJ_00333	CAZy_GH74
bin_16	JHFBEDLJ_00374	CAZy_GH74
bin_16	JHFBEDLJ_00391	CAZy_GT41
bin_16	JHFBEDLJ_00412	CAZy_GH78
bin_16	JHFBEDLJ_00416	CAZy_GH92
bin_16	JHFBEDLJ_00423	CAZy_GH74
bin_16	JHFBEDLJ_00475	CAZy_GH78
bin_16	JHFBEDLJ_00486	CAZy_CBM32
bin_16	JHFBEDLJ_00497	CAZy_GH95
bin_16	JHFBEDLJ_00505	CAZy_CBM44
bin_16	JHFBEDLJ_00511	CAZy_CBM32
bin_16	JHFBEDLJ_00514	CAZy_GH92
bin_16	JHFBEDLJ_00537	CAZy_GH38
bin_16	JHFBEDLJ_00549	CAZy_GH127
bin_16	JHFBEDLJ_00574	CAZy_GH127
bin_16	JHFBEDLJ_00599	CAZy_GT41
bin_16	JHFBEDLJ_00600	CAZy_GH119
bin_16	JHFBEDLJ_00631	CAZy_CE1
bin_16	JHFBEDLJ_00671	CAZy_GH133
bin_16	JHFBEDLJ_00673	CAZy_GH57
bin_16	JHFBEDLJ_00682	CAZy_GT2
bin_16	JHFBEDLJ_00696	CAZy_CBM9
bin_16	JHFBEDLJ_00756	CAZy_GH123
bin_16	JHFBEDLJ_00789	CAZy_CE3
bin_16	JHFBEDLJ_00953	CAZy_GH78
bin_16	JHFBEDLJ_00954	CAZy_GH38
bin_16	JHFBEDLJ_01005	CAZy_GH95
bin_16	JHFBEDLJ_01006	CAZy_GH29
bin_16	JHFBEDLJ_01007	CAZy_GH38
bin_16	JHFBEDLJ_01008	CAZy_GH78
bin_16	JHFBEDLJ_01009	CAZy_GH29
bin_16	JHFBEDLJ_01014	CAZy_GH29
bin_16	JHFBEDLJ_01018	CAZy_CBM32
bin_16	JHFBEDLJ_01069	CAZy_CBM9
bin_16	JHFBEDLJ_01088	CAZy_AA3_1
bin_16	JHFBEDLJ_01102	CAZy_GH141
bin_16	JHFBEDLJ_01265	CAZy_GH116
bin_16	JHFBEDLJ_01284	CAZy_GH92
bin_16	JHFBEDLJ_01337	CAZy_CE3
bin_16	JHFBEDLJ_01338	CAZy_GH141
bin_16	JHFBEDLJ_01347	CAZy_CE1
bin_16	JHFBEDLJ_01349	CAZy_GT2
bin_16	JHFBEDLJ_01428	CAZy_GT41
bin_16	JHFBEDLJ_01437	CAZy_GH95
bin_16	JHFBEDLJ_01440	CAZy_GH74
bin_16	JHFBEDLJ_01441	CAZy_PL12
bin_16	JHFBEDLJ_01442	CAZy_GH63
bin_16	JHFBEDLJ_01457	CAZy_CBM9
bin_16	JHFBEDLJ_01459	CAZy_GH125
bin_16	JHFBEDLJ_01487	CAZy_GH92
bin_16	JHFBEDLJ_01490	CAZy_CE15
bin_16	JHFBEDLJ_01491	CAZy_CBM44
bin_16	JHFBEDLJ_01494	CAZy_GH78
bin_16	JHFBEDLJ_01496	CAZy_GH38
bin_16	JHFBEDLJ_01510	CAZy_CBM66
bin_16	JHFBEDLJ_01519	CAZy_GH38
bin_16	JHFBEDLJ_01521	CAZy_GH95
bin_16	JHFBEDLJ_01524	CAZy_GH29
bin_16	JHFBEDLJ_01526	CAZy_GH106
bin_16	JHFBEDLJ_01530	CAZy_GH29
bin_16	JHFBEDLJ_01536	CAZy_GH127
bin_16	JHFBEDLJ_01556	CAZy_GH106
bin_16	JHFBEDLJ_01557	CAZy_GH29
bin_16	JHFBEDLJ_01558	CAZy_GH139
bin_16	JHFBEDLJ_01589	CAZy_CBM44
bin_16	JHFBEDLJ_01590	CAZy_CBM44
bin_16	JHFBEDLJ_01596	CAZy_GH78
bin_16	JHFBEDLJ_01620	CAZy_GH38
bin_16	JHFBEDLJ_01635	CAZy_GH78
bin_16	JHFBEDLJ_01636	CAZy_GH36
bin_16	JHFBEDLJ_01664	CAZy_GH78
bin_16	JHFBEDLJ_01768	CAZy_GH119
bin_16	JHFBEDLJ_01809	CAZy_CBM9
bin_16	JHFBEDLJ_01819	CAZy_GH74
bin_16	JHFBEDLJ_01832	CAZy_GH29
bin_16	JHFBEDLJ_01837	CAZy_CBM9
bin_16	JHFBEDLJ_01877	CAZy_CBM67
bin_16	JHFBEDLJ_01902	CAZy_GH144
bin_16	JHFBEDLJ_01903	CAZy_GH144
bin_16	JHFBEDLJ_01919	CAZy_GH74
bin_16	JHFBEDLJ_01962	CAZy_GH78
bin_16	JHFBEDLJ_01966	CAZy_GH29
bin_16	JHFBEDLJ_01976	CAZy_GH74
bin_16	JHFBEDLJ_01991	CAZy_GH95
bin_16	JHFBEDLJ_01992	CAZy_GH95
bin_16	JHFBEDLJ_01994	CAZy_GH106
bin_16	JHFBEDLJ_01999	CAZy_CBM40
bin_16	JHFBEDLJ_02008	CAZy_GH99
bin_16	JHFBEDLJ_02045	CAZy_GH74
bin_16	JHFBEDLJ_02056	CAZy_GH95
bin_16	JHFBEDLJ_02058	CAZy_GH29
bin_16	JHFBEDLJ_02092	CAZy_GH51
bin_16	JHFBEDLJ_02100	CAZy_GH92
bin_16	JHFBEDLJ_02125	CAZy_GH106
bin_16	JHFBEDLJ_02135	CAZy_GH29
bin_16	JHFBEDLJ_02160	CAZy_CBM44
bin_16	JHFBEDLJ_02182	CAZy_GT41
bin_16	JHFBEDLJ_02258	CAZy_GH106
bin_16	JHFBEDLJ_02273	CAZy_GH106
bin_16	JHFBEDLJ_02274	CAZy_GH5_13
bin_16	JHFBEDLJ_02275	CAZy_GH63
bin_16	JHFBEDLJ_02276	CAZy_GH116
bin_16	JHFBEDLJ_02282	CAZy_GH127
bin_16	JHFBEDLJ_02369	CAZy_GH74
bin_16	JHFBEDLJ_02398	CAZy_GH92
bin_16	JHFBEDLJ_02421	CAZy_GH92
bin_16	JHFBEDLJ_02424	CAZy_GH106
bin_16	JHFBEDLJ_02429	CAZy_GH106
bin_16	JHFBEDLJ_02432	CAZy_GH95
bin_16	JHFBEDLJ_02512	CAZy_GH29
bin_16	JHFBEDLJ_02521	CAZy_PL5
bin_16	JHFBEDLJ_02530	CAZy_GH29
bin_16	JHFBEDLJ_02588	CAZy_GH74
bin_16	JHFBEDLJ_02589	CAZy_GH74
bin_16	JHFBEDLJ_02591	CAZy_GH94
bin_16	JHFBEDLJ_02592	CAZy_CE3
bin_16	JHFBEDLJ_02595	CAZy_GH92
bin_16	JHFBEDLJ_02655	CAZy_GH38
bin_16	JHFBEDLJ_02662	CAZy_GT41
bin_16	JHFBEDLJ_02663	CAZy_CE7
bin_16	JHFBEDLJ_02664	CAZy_GH106
bin_16	JHFBEDLJ_02691	CAZy_GH74
bin_16	JHFBEDLJ_02710	CAZy_CBM32
bin_16	JHFBEDLJ_02719	CAZy_GH106
bin_16	JHFBEDLJ_02720	CAZy_GH76
bin_16	JHFBEDLJ_02759	CAZy_GH29
bin_16	JHFBEDLJ_02793	CAZy_GH106
